text,label
I'm unhappy with the way this was handled.,4
"I've been patient, but this is too much.",4
The support queue is too long.,4
Your team keeps missing promised deadlines.,4
I need to speak with a manager.,4
We were billed twice for the same monthly invoice.,0
The receipt shows no VAT even though we are in the EU.,0
I need a refund for an accidental annual renewal.,0
The invoice total is higher than the plan price.,0
My payment failed but my bank shows it went through.,0
Please resend the invoice to finance for April.,0
The coupon was applied but the total did not change.,0
There is a setup fee I never agreed to.,0
We upgraded to Pro but billing still shows Basic.,0
The billing address update fails every time.,0
I was billed in USD instead of CAD.,0
The proration after downgrade looks wrong.,0
Can you split this charge across two cards?,0
Our tax ID is missing from the invoice PDF.,0
I need a receipt for last month's payment.,0
Why was my card charged at 3 AM?,0
Please switch this subscription to monthly billing.,0
The invoice date needs correction for accounting.,0
The invoice link says expired when I open it.,0
My bank transfer has been pending for days.,0
We were charged for 20 seats but have 14 users.,0
"Your portal says unpaid, but we already paid.",0
Please change the billing email to finance@company.com.,0
We never received the annual discount promised.,0
Why am I paying for an add-on we did not enable?,0
The refund you promised has not posted.,0
Invoice numbers are out of sequence for us.,0
The price changed mid-cycle without notice.,0
I need a copy of the W-9 for vendor setup.,0
My card expires soon; where can I update it?,0
The charge description on the statement is unfamiliar.,0
There is a user fee but we added no new users.,0
Why did I get two invoices for one period?,0
The billing page shows blank invoices.,0
"We need an itemized invoice, not summary only.",0
Your system will not accept our PO number.,0
We were billed while the account was paused.,0
Can you backdate this invoice to the purchase date?,0
The receipt PDF does not show our company name.,0
The invoice lists the wrong plan tier.,0
Payment went through but access was cut off.,0
I need the billing cycle to start on the 1st.,0
Sales quoted a price that does not match billing.,0
I was charged for a trial extension I never requested.,0
Why is my renewal higher than last year?,0
Please refund the duplicate payment from yesterday.,0
Add our VAT number to future invoices.,0
The billing page hangs when I update the card.,0
My statement shows several small test charges.,0
"I need the invoice in EUR, not USD.",0
The payment failed but you still marked it paid.,0
Why is there a foreign transaction fee?,0
Please consolidate multiple subscriptions into one invoice.,0
The invoice says 12 months but we are monthly.,0
You charged me for a canceled seat pack.,0
Our nonprofit discount is not reflected.,0
The app hangs on the loading spinner after sign-in.,1
The dashboard shows a blank screen on Chrome.,1
CSV exports complete but download empty files.,1
The ticket list shows duplicates randomly.,1
Search returns zero results for known tickets.,1
Uploads fail at 60 percent and restart.,1
The report page times out with a 504.,1
The inbox badge count is wrong.,1
The Assign button does nothing.,1
The app drains battery since the last update.,1
Audio calls are choppy and drop.,1
The chat widget will not open in Safari.,1
The mobile keyboard hides the reply box.,1
Images in the knowledge base do not load.,1
The API returns 500 for ticket search.,1
The page flickers and loses my draft reply.,1
The new update broke keyboard shortcuts.,1
The login captcha does not load.,1
My session expires right after login.,1
The app will not rotate to landscape.,1
The web app is extremely slow at midday.,1
The PDF export is blank.,1
The call quality is tinny and cuts out.,1
The New Ticket modal will not open.,1
Search filters reset after every query.,1
The Mark as solved action does nothing.,1
The inbox loads forever on Firefox.,1
The app will not stay signed in on Android.,1
Dashboard charts show all zeros.,1
The report builder fails to save changes.,1
Today's tickets are missing from the inbox.,1
The composer will not paste text.,1
Audio playback will not start.,1
The update installs but the app will not open.,1
The file uploader rejects PNG files.,1
The app freezes when I switch tabs.,1
I keep seeing network error.,1
The dashboard widgets show no data.,1
The UI lags on my MacBook Pro.,1
The comment box will not accept emojis.,1
The app fails to connect over VPN.,1
I'm locked out after too many failed logins.,2
The password reset link says it was already used.,2
I never receive the 2FA code by SMS.,2
Please change my login email to a new address.,2
My account was suspended without explanation.,2
I need to merge two accounts into one.,2
Verification loops back to the login page.,2
Please remove an old device from trusted devices.,2
I need to update the phone number for 2FA.,2
The system says my email is already registered.,2
I want to delete my account completely.,2
Please unlock my account due to suspicious activity.,2
I cannot enable two-factor authentication.,2
The invite link expired before I accepted it.,2
I saw a login from a country I do not recognize.,2
The team invite just spins and will not accept.,2
My profile photo will not update.,2
I need a list of active sessions.,2
I lost access to the email tied to my account.,2
The password rules reject my new password.,2
My timezone update will not save.,2
I cannot remove an old admin from the workspace.,2
I created two profiles by mistake; merge them.,2
The account lockout timer never resets.,2
My MFA app lost the token; please reset.,2
I cannot change the primary email.,2
Please remove an old workspace from my profile.,2
My profile name will not edit.,2
The account recovery form will not submit.,2
Add a bulk close tool for stale tickets.,3
Please support Jira integration.,3
We want a dark mode for the web app.,3
Enable export to JSON.,3
Allow custom fields on tickets.,3
We need a weekly SLA summary report.,3
Let us filter by multiple tags.,3
Add role-based billing permissions.,3
Provide a pause notifications toggle.,3
We want a mobile widget showing open tickets.,3
Add saved search presets.,3
We need an approval flow for refunds.,3
Allow exporting attachments with ticket data.,3
Add webhooks for ticket status changes.,3
We need a sandbox environment for testing.,3
I've been waiting days without a response.,4
Your service went down twice today.,4
Support closes my ticket without fixing it.,4
The UI is confusing and slows us down.,4
I'm still getting marketing emails after opting out.,4
The agent was rude on the phone.,4
You promised a refund and it never arrived.,4
Your outages cost us a day of work.,4
This is the third time I've reported the same issue.,4
I regret upgrading; the product is unstable.,4
The product doesn't match your promises.,4
Your pricing keeps increasing without value.,4
Our invoice shows a charge for extra users we never added.,0
The renewal amount is higher than the contract price.,0
Please reissue the invoice with our PO number on it.,0
We were billed after canceling on the 10th.,0
The payment shows pending for four days now.,0
I need a refund for a duplicate card charge.,0
The invoice PDF is missing our company address.,0
Your system charged an old card on file.,0
"We require the invoice in GBP, not USD.",0
The tax amount looks incorrect for our state.,0
I was charged for an add-on we never enabled.,0
We need an itemized invoice for accounting.,0
The plan price changed mid-cycle without notice.,0
We were billed for two months at once by mistake.,0
Please resend the invoice to finance@company.com.,0
The payment failed but the invoice says paid.,0
We were charged during the free trial.,0
The billing address update will not save.,0
We need a W-9 for vendor onboarding.,0
The receipt link says expired.,0
We need the invoice date corrected for accounting.,0
The invoice shows 12 months but we are monthly.,0
The app freezes on the loading screen after login.,1
Saving a reply crashes the Android app.,1
The dashboard loads as a white page on Chrome.,1
CSV export finishes but downloads an empty file.,1
Uploads fail halfway through and restart.,1
The reports page times out with a 504 error.,1
The login page keeps looping back.,1
Audio calls are choppy and disconnect.,1
The export button vanished after the update.,1
I forgot my username and can't sign in.,2
Add a bulk close option for stale tickets.,3
Please support a Jira integration.,3
Support closed my ticket without fixing it.,4
We were billed for a seat that was removed last week.,0
The renewal charge is higher than the signed quote.,0
Please reissue the invoice with our PO number.,0
The payment has been pending for four days.,0
Your system charged an expired card on file.,0
We require the invoice in GBP instead of USD.,0
I was double charged for the same renewal yesterday.,0
The invoice currency switched to USD without approval.,0
Please add our VAT number before we pay this invoice.,0
We were billed for 50 seats but only have 30 active users.,0
The prorated upgrade is higher than the quoted amount.,0
Our payment succeeded but the account still shows overdue.,0
The statement includes a support fee we never agreed to.,0
We need the invoice reissued with our new legal entity.,0
Why did you bill us after we scheduled a cancellation?,0
The receipt PDF is missing our postal address.,0
The charge descriptor on the bank statement is incorrect.,0
We were billed in GBP; contract specifies CAD.,0
A late fee was added even though we paid before due date.,0
Please move this subscription back to monthly billing.,0
The discount code was accepted but no discount applied.,0
Your portal shows blank when opening past invoices.,0
There are three micro-charges for card verification.,0
We need the billing contact changed to ap@company.com.,0
The invoice date needs to match the service start date.,0
The invoice lists the wrong plan tier and price.,0
Please remove the add-on charge; we never enabled it.,0
Tax was applied even though we provided exemption status.,0
The billing cycle should align to the first of each month.,0
Our nonprofit rate disappeared on this renewal.,0
Payment failed once but you still marked it paid.,0
We were billed during the free trial window.,0
Please consolidate the US and EU workspaces into one bill.,0
I need a W-9 and bank details for our vendor file.,0
The proration after downgrade shows a negative credit.,0
The invoice number duplicates a previous invoice.,0
My card is expiring; how do I update without downtime?,0
The receipt link returns 404.,0
Why is there a foreign transaction fee on this charge?,0
We need itemized lines for tax audit purposes.,0
The invoice total doesn't match the contract rate card.,0
Our bank transfer has been pending for five days.,0
Please refund the duplicate ACH pull from last night.,0
We were charged for sandboxes we never provisioned.,0
The billing address update keeps reverting.,0
"Sales promised price protection, but the rate increased.",0
The billing portal shows unpaid though Stripe shows paid.,0
Please shift our renewal date to the first of next month.,0
We need separate invoices per department cost center.,0
"The invoice includes an unknown ""processing"" surcharge.",0
Kindly reissue in PDF and CSV for reconciliation.,0
The invoice shows annual; we requested quarterly.,0
You billed us for SMS credits we didn't consume.,0
The statement period overlaps with the previous bill.,0
We need a credit memo for the overcharge last cycle.,0
Our tax ID is printed with a typo on the PDF.,0
The app hangs on the splash screen after login.,1
Saving a draft crashes the Android build 1.4.2.,1
Dashboard loads blank on Chrome 122 in incognito.,1
CSV export downloads a zero-byte file.,1
Push notifications stopped on iOS 17.3.,1
Search returns empty results for known ticket IDs.,1
File uploads stall at 72% and restart.,1
Reports page throws 504 after 30 seconds.,1
Login form keeps redirecting to itself.,1
Session expires every 5 minutes without warning.,1
Assign button does nothing on ticket view.,1
Battery drain spiked after the latest update.,1
VoIP calls stutter and drop after 2 minutes.,1
Chat widget fails to open on Safari 17.,1
Export button vanished from the report toolbar.,1
Settings page renders raw JSON instead of UI.,1
Mobile keyboard covers the reply text area.,1
Status badge shows offline while on Wi‑Fi.,1
Images in articles fail to load intermittently.,1
API search endpoint returns 500 for filter queries.,1
Page flickers and loses draft reply when autosaving.,1
Keyboard shortcuts no longer trigger actions.,1
Captcha on login never loads the image.,1
Status dropdown is empty for new tickets.,1
App won't rotate to landscape on tablets.,1
Notifications arrive hours late.,1
PDF export produces blank pages.,1
Attaching a video crashes the app.,1
Attachment downloads time out consistently.,1
New Ticket modal never renders after clicking.,1
Inbox spinner never ends on Firefox ESR.,1
Dashboard charts all show zero values.,1
Today's tickets are missing from the queue.,1
Reply editor strips bold/italic formatting.,1
VPN connections cause immediate disconnect.,1
Web app logs me out after tab is idle 1 minute.,1
Audio playback of voice notes fails to start.,1
Dark mode toggle disappeared after update.,1
Live chat bubble overlaps the send button.,1
Inline images show as broken icons.,1
API returns 429 rate limit with light usage.,1
Bulk select checkboxes do not respond.,1
Safari prompts to download a .json file on login.,1
Link previews in tickets no longer render.,1
Scheduled exports never deliver via email.,1
Pinned filters don't persist between sessions.,1
macOS desktop app opens to a white window.,1
Chrome hard-refresh is required to see updates.,1
SAML sign-in loops when third-party cookies blocked.,1
Spellcheck underline hides text in the composer.,1
Scrolling jumps back to top of ticket list.,1
Inline code snippets lose monospace styling.,1
Screen reader announces buttons with no labels.,1
Android push opens the wrong ticket when tapped.,1
Download links produce 403 for attached PDFs.,1
Ticket merge action spins forever.,1
My account is locked after too many attempts; please unlock.,2
Password reset link says already used before I clicked it.,2
SMS 2FA codes never arrive to my phone number.,2
Update my login email to the new corporate address.,2
Account was suspended without any notice.,2
I need to merge two logins into one organization account.,2
I forgot my username; the reset flow needs it.,2
Verification keeps looping me back to the sign-in page.,2
Remove an old laptop from my trusted devices.,2
I lost access to admin controls; role changed unexpectedly.,2
Account was deactivated but billing is still active.,2
Change the phone number used for MFA codes.,2
System says this email already exists when inviting me.,2
I want to delete my account and purge personal data.,2
Stuck on pending verification for three days.,2
Unlock my account flagged for suspicious activity.,2
Recovery email is gone; need another way to verify.,2
Login says account not found for my correct email.,2
Cannot enable two-factor; toggle errors out.,2
Invite link expired before I could accept.,2
Transfer workspace ownership to a teammate.,2
Saw a login alert from a country I have never visited.,2
Need to reset security questions and answers.,2
Role dropped from admin to viewer without change request.,2
Team invite spinner never completes in the app.,2
Please remove me from an old company workspace.,2
Profile photo upload never saves.,2
Provide a list of active sessions on my account.,2
Lost access to the email tied to this login.,2
Sign-in form repeatedly asks for captcha even when solved.,2
SMS verification codes arrive hours later or not at all.,2
Temporarily disable MFA so I can get back in.,2
Access denied on pages I could view last week.,2
Company name is wrong on my profile and invoice.,2
One-time login code goes to someone else's phone.,2
Password rules reject every combination I try.,2
Timezone change keeps reverting to UTC.,2
SSO login loops after successful IdP authentication.,2
Can't remove a departed admin from the org.,2
Duplicate invites keep hitting my inbox.,2
Accidentally created two profiles; please merge.,2
I need to export my account data for compliance.,2
"Email verification link returns ""token invalid"".",2
Display name resets after I save edits.,2
Account lockout timer never counts down.,2
Authenticator app lost the token; need reset.,2
Forgot-password email is never delivered.,2
Consent screen repeats every login.,2
Org list is empty even though I'm invited.,2
Can't accept updated terms; button disabled.,2
Logged out immediately after passing MFA.,2
Invite marked invalid right after creation.,2
Primary email change is blocked without reason.,2
Login form is case-sensitive; rejects uppercase email.,2
Remove stale workspace still linked to my profile.,2
Locked out after changing my email address.,2
Profile name edit won't persist.,2
Account recovery form errors on submit.,2
Need to rotate API tokens associated with my account.,2
Seeing duplicate organizations under my profile.,2
Cannot revoke an old device from security settings.,2
I need audit logs of my login history.,2
Backup codes were never provided after enabling MFA.,2
My session is killed whenever VPN reconnects.,2
App asks for captcha on every page load.,2
SSO users can't set local passwords when needed.,2
Need to change country/region on my account.,2
Pending invitations cannot be cancelled.,2
Account shows wrong time zone in notifications.,2
Add a bulk close action for tickets older than 90 days.,3
Support Jira Cloud bi-directional sync.,3
Provide a true dark theme across all surfaces.,3
Offer export in JSONL and Parquet formats.,3
Allow custom fields with validation rules.,3
"Add keyboard shortcuts for assign, reply, and close.",3
Provide a weekly SLA breach summary by team.,3
Let us filter by multiple tags and assignees together.,3
Add billing-only admin role separate from workspace admin.,3
Add a global snooze/quiet hours toggle.,3
Expose a ticket export endpoint with pagination.,3
Schedule reports to Slack channels as well as email.,3
Allow custom branding for customer-facing emails.,3
Add a mobile home-screen widget with open ticket count.,3
Let agents save and share search presets.,3
Add Portuguese and Italian UI localizations.,3
Create an approval workflow for issuing refunds.,3
Include attachments when exporting ticket histories.,3
Allow following a ticket for internal watchers.,3
Add SAML JIT provisioning for new users.,3
"Fire webhooks on status, priority, and assignee changes.",3
Provide a priority queue view with SLA timers.,3
Bulk assign tickets based on tag or queue.,3
Detect and suggest merging duplicate tickets.,3
Allow fully customizable dashboards with drag-and-drop.,3
Add a response-time percentile chart per team.,3
Send automatic reminders for overdue tickets.,3
Localize the knowledge base by language with fallback.,3
Let us create per-brand email templates.,3
Add an exportable audit log for all admin actions.,3
Provide a sandbox environment linked to production data.,3
Add hover quick actions in the ticket list.,3
Create a read-only compliance/audit role.,3
Pin tickets to the top of the queue.,3
Define custom SLA policies per customer account.,3
Allow CSV import that maps to custom fields.,3
Add a shift handoff mode to summarize open work.,3
Support outbound webhooks for new comments only.,3
Let customers see a public status page inside the portal.,3
Add MS Teams adaptive card notifications.,3
Provide an on-call schedule with escalation rules.,3
Allow uploading custom sound for notifications.,3
Add a compact density mode for power users.,3
Support custom ticket ID prefixes per brand.,3
Auto-assign by round-robin within skill groups.,3
Add a built-in changelog panel for users.,3
Provide OAuth scopes for read-only integrations.,3
Enable RTL layout for Arabic and Hebrew.,3
Show agent workload forecast for the week.,3
Expose GraphQL API in addition to REST.,3
Add inline AI suggestions for reply drafts.,3
Offer a printable ticket summary view.,3
Add customer satisfaction trends by cohort.,3
I've waited a week and still no human response.,4
Service dropped twice today during business hours.,4
The new update broke features we rely on.,4
Support keeps closing my ticket without fixing it.,4
The interface changes every week and slows us down.,4
I keep getting promotional emails after unsubscribing.,4
Your phone agent was dismissive and unhelpful.,4
You promised a refund last month and nothing arrived.,4
An outage yesterday cost our team a full workday.,4
This is my fourth report of the same bug.,4
Your docs are outdated and conflict with the product.,4
Response times are nowhere near the SLA you sell.,4
Upgrading made the product less stable for us.,4
Status page said green during a clear outage.,4
I'm tired of repeating the issue to new agents.,4
Billing support never answers the line.,4
I had to chase three times to get a simple answer.,4
The chat agent ended the session without warning.,4
Overall support experience has been terrible.,4
You change features without notifying admins.,4
I feel ignored; no one reads the ticket details.,4
The product doesn't deliver what the sales deck promised.,4
"Replies feel like canned scripts, not real help.",4
Hours lost because your fix introduced another bug.,4
Prices keep rising while quality drops.,4
Platform is unreliable during peak traffic.,4
Nobody gives a straight answer about timelines.,4
Updates are constant and disruptive to our workflow.,4
My urgent P1 was downgraded to low priority.,4
"The SLA claims are marketing fluff, not reality.",4
It shouldn't take three follow-ups to get action.,4
Product quality has visibly regressed.,4
Wait times in the support queue are excessive.,4
Agents keep asking for info already in the ticket.,4
Feels like we're beta testing half-finished features.,4
Escalations vanish without feedback.,4
Knowledge base articles contradict each other.,4
Outage postmortems are vague and unhelpful.,4
We're considering leaving because trust is gone.,4
Notifications spam us daily despite settings.,4
"Tickets are closed with ""resolved"" but nothing changes.",4
Feature removals happen with zero notice.,4
Support keeps missing promised call-back times.,4
No compensation offered for repeated downtime.,4
It's impossible to reach a manager when issues escalate.,4
We lose customers because your platform is flaky.,4
I shouldn't need to beg for basic support.,4
We feel like second-class customers after upgrading.,4
Still waiting on a refund you approved two weeks ago.,4
Your roadmap shifts with no transparency.,4
Security questions get brushed off casually.,4
I get survey emails but no action on my complaints.,4
Chat disconnects mid-conversation frequently.,4
Support scripts ignore the context I provide.,4
We're forced to re-open tickets repeatedly.,4
Engineers roll back fixes without telling us.,4
No one owns the issue; it's constant hand-offs.,4
Service degrades every evening for us.,4
Release notes miss breaking changes.,4
I wasted a day collecting logs you never used.,4
Downtime alerts arrive hours after the incident.,4
Refund process is opaque and slow.,4
Too much trial-and-error on production data.,4
Our patience is gone; this feels hostile.,4
Why was my card charged after I cancelled yesterday?,0
Invoice lists 60 seats but we only have 34 users.,0
Please resend the receipt with our VAT ID included.,0
Bank shows two identical charges for this renewal.,0
Renewal price is higher than the contract we signed.,0
Payment cleared yet the account still says overdue.,0
A setup fee appeared even though we're existing customers.,0
Need the invoice in CAD instead of USD for audit.,0
Please split this invoice across two corporate cards.,0
Promised credit from last month is missing.,0
Billing portal times out when downloading invoices.,0
Tax applied even after we uploaded exemption certificate.,0
Charge descriptor on statement is incorrect for our books.,0
Billed for add-ons that were never enabled.,0
Nonprofit discount vanished on this cycle.,0
Invoice number duplicates a prior document.,0
Receipt PDF is missing our registered address.,0
We need W-9 and bank info to release payment.,0
Backdate the invoice to the service start date.,0
"Billing email must be ap@company.org, not mine.",0
Billing cycle switched to annual without consent.,0
Billed during the supposed free trial window.,0
Proration after downgrade seems too high.,0
Charge succeeded but access downgraded to free.,0
Portal shows unpaid while Stripe shows paid.,0
Late fee added even though we paid before due date.,0
Need separate invoices for US and EU entities.,0
Statement period overlaps last month's dates.,0
Currency flipped from EUR to GBP without notice.,0
Tax ID is misspelled on the PDF.,0
Remove SMS overage fee; we stayed within quota.,0
